PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.7446381E-09 -1.4710495E-02  2.2523636E+00  4.8820149E+01 -4.2751371E+01  1.1167778E+01 -4.2751087E+01  4.8820442E+01  2.2523298E+00 -1.4710507E-02  2.7441900E-09
  5.6599181E-09  1.8279909E-01  2.4423846E+00  4.8514152E+01 -4.2073594E+01  1.6017738E+01 -4.2073306E+01  4.8514450E+01  2.4423503E+00  1.8279908E-01  5.6601772E-09
  1.4578423E-08  4.3637059E-01  2.6885311E+00  4.8270858E+01 -4.1346210E+01  2.2014130E+01 -4.1345918E+01  4.8271158E+01  2.6884963E+00  4.3637057E-01  1.4578394E-08
  6.8625574E-09  7.5565362E-01  3.0004509E+00  4.8099832E+01 -4.0559484E+01  2.9396368E+01 -4.0559188E+01  4.8100137E+01  3.0004155E+00  7.5565361E-01  6.8625574E-09
  2.2372002E-09  1.1513553E+00  3.3888498E+00  4.8011677E+01 -3.9702618E+01  3.8447532E+01 -3.9702318E+01  4.8011986E+01  3.3888138E+00  1.1513553E+00  2.2372121E-09
 -7.1814482E-09  1.6353298E+00  3.8655804E+00  4.8018175E+01 -3.8763667E+01  4.9500308E+01 -3.8763363E+01  4.8018488E+01  3.8655438E+00  1.6353298E+00 -7.1814482E-09
  1.4842911E-08  2.2206781E+00  4.4437419E+00  4.8132315E+01 -3.7729452E+01  6.2943357E+01 -3.7729145E+01  4.8132632E+01  4.4437048E+00  2.2206781E+00  1.4842911E-08
  2.1651295E-10  2.9218609E+00  5.1377941E+00  4.8368466E+01 -3.6585397E+01  7.9228130E+01 -3.6585085E+01  4.8368788E+01  5.1377563E+00  2.9218609E+00  2.1651295E-10
  3.0414958E-08  3.7548221E+00  5.9636789E+00  4.8742452E+01 -3.5315461E+01  9.8876069E+01 -3.5315146E+01  4.8742778E+01  5.9636407E+00  3.7548221E+00  3.0414958E-08
 -1.1290260E-08  4.7371217E+00  6.9389554E+00  4.9271730E+01 -3.3901970E+01  1.2248629E+02 -3.3901651E+01  4.9272060E+01  6.9389166E+00  4.7371216E+00 -1.1290222E-08
  2.6415419E-09  5.8880814E+00  8.0829441E+00  4.9975518E+01 -3.2325511E+01  1.5074367E+02 -3.2325188E+01  4.9975853E+01  8.0829047E+00  5.8880814E+00  2.6415626E-09
  4.8377992E-08  7.2290150E+00  9.4169570E+00  5.0875011E+01 -3.0564639E+01  1.8442745E+02 -3.0564312E+01  5.0875350E+01  9.4169172E+00  7.2290150E+00  4.8377997E-08
 -1.1137457E-09 -1.4226894E-02  2.1860383E+00  4.3478752E+01 -3.7616283E+01  1.0675665E+01 -3.7615974E+01  4.3479069E+01  2.1860000E+00 -1.4226880E-02 -1.1143560E-09
  2.0909727E-09  1.7610602E-01  2.3691227E+00  4.3221831E+01 -3.7001161E+01  1.5357431E+01 -3.7000848E+01  4.3222153E+01  2.3690837E+00  1.7610602E-01  2.0909475E-09
