PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.8873941E-10 -5.8547151E-04  2.6442683E+00 -4.9639787E-01  3.7928932E+00  4.6305705E+01  3.7930961E+00 -4.9618996E-01  2.6441594E+00 -5.8546665E-04  2.8885421E-10
 -8.7782081E-09  6.3379560E-01  3.2648302E+00  1.6090450E-01  4.3946608E+00  4.8978884E+01  4.3948673E+00  1.6111608E-01  3.2647203E+00  6.3379592E-01 -8.7783359E-09
  2.9364581E-08  1.3322163E+00  3.9496874E+00  8.8173959E-01  5.0611496E+00  5.2066994E+01  5.0613597E+00  8.8195498E-01  3.9495765E+00  1.3322169E+00  2.9364378E-08
 -2.4651799E-09  2.0999312E+00  4.7040810E+00  1.6713826E+00  5.7975829E+00  5.5770611E+01  5.7977968E+00  1.6716021E+00  4.7039692E+00  2.0999321E+00 -2.4650072E-09
  1.4213288E-08  2.9428711E+00  5.5339291E+00  2.5357847E+00  6.6098615E+00  6.0339070E+01  6.6100790E+00  2.5360079E+00  5.5338166E+00  2.9428724E+00  1.4213283E-08
  4.3188377E-08  3.8679104E+00  6.4460944E+00  3.4818383E+00  7.5048312E+00  6.6078093E+01  7.5050524E+00  3.4820653E+00  6.4459807E+00  3.8679120E+00  4.3187285E-08
 -2.8091655E-08  4.8829577E+00  7.4484738E+00  4.5174700E+00  8.4903738E+00  7.3352870E+01  8.4905983E+00  4.5177008E+00  7.4483591E+00  4.8829593E+00 -2.8091404E-08
  9.0224598E-10  5.9966829E+00  8.5497271E+00  5.6513676E+00  9.5751340E+00  8.2593266E+01  9.5753623E+00  5.6516020E+00  8.5496113E+00  5.9966849E+00  9.0367634E-10
  3.2884531E-09  7.2206210E+00  9.7613790E+00  6.8950810E+00  1.0770623E+01  9.4310018E+01  1.0770855E+01  6.8953194E+00  9.7612621E+00  7.2206232E+00  3.2886053E-09
 -7.5791424E-09  8.5646495E+00  1.1093297E+01  8.2585044E+00  1.2086694E+01  1.0907693E+02  1.2086930E+01  8.2587465E+00  1.1093180E+01  8.5646520E+00 -7.5797464E-09
 -3.4305506E-08  1.0045674E+01  1.2562379E+01  9.7585562E+00  1.3540233E+01  1.2756866E+02  1.3540472E+01  9.7588026E+00  1.2562260E+01  1.0045676E+01 -3.4304634E-08
 -3.7096911E-09  1.1674346E+01  1.4179267E+01  1.1405903E+01  1.5141871E+01  1.5055466E+02  1.5142113E+01  1.1406153E+01  1.4179147E+01  1.1674348E+01 -3.7127295E-09
 -1.6138262E-08 -1.3974602E-03  2.5253440E+00 -2.5279540E-01  3.4768777E+00  4.3567411E+01  3.4770996E+00 -2.5256775E-01  2.5252278E+00 -1.3974637E-03 -1.6138551E-08
 -8.4638161E-09  5.9963295E-01  3.1133224E+00  3.6794112E-01  4.0486510E+00  4.6121502E+01  4.0488770E+00  3.6817286E-01  3.1132052E+00  5.9963332E-01 -8.4623114E-09
